"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","label","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.8613861386138615","0.0015362902071775143","0.5372340425531915","0.8238636363636364","33","3","false","rpsT","Cluster 0","Clustered","22.344729344729345","rpsT","35.303030303030305","0","33","0","0.9851485148514851","false","0","rpsT","416","0.4305247597930525"
"1.5742574257425743","0.04778506645258105","0.6352201257861635","0.36363636363636365","45","3","false","arnA","Cluster 1","Seed","15.157894736842104","arnA","30.77777777777778","0","45","0","0.9900990099009901","false","0","arnA","5652","0.3108866442199775"
"2.089108910891089","8.420593440977831E-5","0.4786729857819905","0.9733333333333334","25","3","false","ybiT","Cluster 0","Clustered","21.45846153846154","ybiT","37.04","0","25","0","0.9812222601570502","false","0","ybiT","30","0.5528358208955224"
"1.8316831683168318","0.004247970278522098","0.5459459459459459","0.7536945812807881","29","3","false","uup","Cluster 0","Clustered","21.706666666666667","uup","36.06896551724138","0","29","0","0.9856606350290202","false","0","uup","654","0.4052692754746222"
"1.9603960396039604","0.001127408295135899","0.51010101010101","0.886039886039886","27","3","false","yheS","Cluster 0","Clustered","21.706666666666667","yheS","37.111111111111114","0","27","0","0.9834414475930351","false","0","yheS","190","0.4757834757834758"
"1.6732673267326732","0.022447982870307005","0.5976331360946746","0.48364153627311524","38","3","false","lpxD","Cluster 0","Clustered","20.619565217391305","lpxD","32.86842105263158","0","38","0","0.9883919426425402","false","0","lpxD","2678","0.3423793859649123"
"1.8415841584158417","0.004677625013359851","0.543010752688172","0.5571428571428572","21","3","false","folA",,"Unclustered","8.666666666666668","folA","35.80952380952381","0","21","0","0.9854899283031752","false","0","folA","696","0.373015873015873"
"1.8613861386138615","0.0024531798662552878","0.5372340425531915","0.6442687747035574","23","3","false","thyA","Cluster 5","Clustered","9.91578947368421","thyA","35.82608695652174","0","23","0","0.9851485148514851","false","0","thyA","458","0.389413988657845"
"1.9405940594059405","0.002602794164366993","0.5153061224489796","0.8290598290598291","27","3","false","ettA","Cluster 0","Clustered","21.840579710144926","ettA","35.2962962962963","0","27","0","0.9837828610447252","false","0","ettA","298","0.4412037037037037"
"2.0693069306930694","0.0010007517216510237","0.4832535885167464","0.8297101449275363","24","4","false","rlmN","Cluster 0","Clustered","18.58874458874459","rlmN","35.833333333333336","0","24","0","0.9815636736087402","false","0","rlmN","128","0.5046948356807511"
"1.7623762376237624","0.00937574111594468","0.5674157303370786","0.7821969696969697","33","3","false","thrS","Cluster 0","Clustered","20.33103448275862","thrS","37.06060606060606","0","33","0","0.9868555821099352","false","0","thrS","1114","0.4069264069264069"
"1.7128712871287128","0.01636557147690469","0.5838150289017341","0.7083926031294452","38","3","false","ileS","Cluster 0","Clustered","21.31827956989247","ileS","35.3421052631579","0","38","0","0.9877091157391601","false","0","ileS","1496","0.3880855986119144"
"1.613861386138614","0.023632134258496463","0.6196319018404908","0.595137420718816","44","3","false","rsmA","Cluster 0","Clustered","19.541666666666668","rsmA","34.40909090909091","0","44","0","0.98941618299761","false","0","rsmA","2726","0.3584280303030303"
"1.7326732673267327","0.004071680106393785","0.5771428571428572","0.7523809523809524","36","3","false","tsf","Cluster 0","Clustered","21.006048387096776","tsf","37.138888888888886","0","36","0","0.9873677022874702","false","0","tsf","864","0.40368357487922707"
"1.5445544554455446","0.017181413299781702","0.6474358974358975","0.5637755102040817","49","3","false","rpoB","Cluster 0","Clustered","20.540106951871657","rpoB","34.244897959183675","0","49","0","0.9906111300785251","false","0","rpoB","2946","0.34943773427738445"
"1.7425742574257426","0.00556156274049509","0.5738636363636364","0.6974358974358974","40","3","false","rpoC","Cluster 0","Clustered","20.540106951871657","rpoC","34.625","0","40","0","0.9871969955616251","false","0","rpoC","946","0.39798850574712646"
"1.7326732673267327","0.00505726414296926","0.5771428571428572","0.7563025210084033","35","3","false","tufB","Cluster 0","Clustered","22.026455026455025","tufB","37.114285714285714","0","35","0","0.9873677022874702","false","0","tufB","966","0.3990783410138249"
"1.7326732673267327","0.00505726414296926","0.5771428571428572","0.7563025210084033","35","3","false","tufA","Cluster 0","Clustered","22.026455026455025","tufA","37.114285714285714","0","35","0","0.9873677022874702","false","0","tufA","966","0.3990783410138249"
"1.702970297029703","0.003847333683171896","0.5872093023255814","0.7410256410256411","40","3","false","rpsA","Cluster 0","Clustered","20.540106951871657","rpsA","35.65","0","40","0","0.9878798224650052","false","0","rpsA","948","0.39175824175824175"
"1.5841584158415842","0.019456802746726145","0.63125","0.5903381642512078","46","3","false","rpsD","Cluster 0","Clustered","20.540106951871657","rpsD","34.91304347826087","0","46","0","0.9899283031751451","false","0","rpsD","3162","0.3599282832810399"
"1.702970297029703","0.005211808788943555","0.5872093023255814","0.7233468286099866","39","3","false","rpsB","Cluster 0","Clustered","20.540106951871657","rpsB","35.743589743589745","0","39","0","0.9878798224650052","false","0","rpsB","1110","0.38851727982162765"
"1.7425742574257426","0.0025119800903629897","0.5738636363636364","0.7987987987987988","37","3","false","rplT","Cluster 0","Clustered","20.540106951871657","rplT","36.78378378378378","0","37","0","0.9871969955616251","false","0","rplT","752","0.40870870870870873"
"1.702970297029703","0.006412189322743056","0.5872093023255814","0.7246963562753036","39","3","false","rplD","Cluster 0","Clustered","20.540106951871657","rplD","35.41025641025641","0","39","0","0.9878798224650052","false","0","rplD","1160","0.38489409141583053"
"1.5445544554455446","0.015476614821530298","0.6474358974358975","0.5833333333333334","49","3","false","rpsL","Cluster 0","Clustered","20.540106951871657","rpsL","34.857142857142854","0","49","0","0.9906111300785251","false","0","rpsL","3150","0.3556851311953353"
"1.9306930693069306","7.154425056065349E-4","0.517948717948718","0.8774928774928775","27","3","false","rpsU","Cluster 0","Clustered","21.633333333333333","rpsU","37.18518518518518","0","27","0","0.9839535677705701","false","0","rpsU","164","0.4590763603109282"
"1.8415841584158417","0.0021099916963053505","0.543010752688172","0.839572192513369","34","3","false","rplF","Cluster 0","Clustered","20.821969696969695","rplF","36.64705882352941","0","34","0","0.9854899283031752","false","0","rplF","448","0.44153082919914954"
"1.8316831683168318","0.0013221600138621586","0.5459459459459459","0.8453781512605042","35","3","false","rplS","Cluster 0","Clustered","20.540106951871657","rplS","37.08571428571429","0","35","0","0.9856606350290202","false","0","rplS","446","0.446815834767642"
"1.7326732673267327","0.0026231741792829433","0.5771428571428572","0.792063492063492","36","3","false","rpsP","Cluster 0","Clustered","21.31827956989247","rpsP","36.666666666666664","0","36","0","0.9873677022874702","false","0","rpsP","848","0.39855072463768115"
"1.8415841584158417","0.0018108663003201242","0.543010752688172","0.8238636363636364","33","3","false","rpmI","Cluster 0","Seed","22.344729344729345","rpmI","35.27272727272727","0","33","0","0.9854899283031752","false","0","rpmI","472","0.4199134199134199"
"1.7227722772277227","0.0032313434626850875","0.5804597701149425","0.7717717717717718","37","3","false","rpmF","Cluster 0","Clustered","19.541666666666668","rpmF","37.054054054054056","0","37","0","0.987538409013315","false","0","rpmF","1028","0.4027614571092832"
"1.7920792079207921","0.002552970638116985","0.5580110497237569","0.8","36","3","false","rpsE","Cluster 0","Clustered","20.540106951871657","rpsE","36.333333333333336","0","36","0","0.9863434619324001","false","0","rpsE","642","0.42248062015503873"
"1.7425742574257426","0.008908683299620447","0.5738636363636364","0.7064393939393939","33","3","false","rplY","Cluster 0","Clustered","21.633333333333333","rplY","36.81818181818182","0","33","0","0.9871969955616251","false","0","rplY","1242","0.3916827852998066"
"1.6534653465346534","0.011166674963476222","0.6047904191616766","0.7260458839406208","39","3","false","rplV","Cluster 0","Clustered","20.540106951871657","rplV","36.256410256410255","0","39","0","0.9887333560942302","false","0","rplV","1506","0.3737774253238171"
"1.7524752475247525","0.0028253837554838212","0.5706214689265536","0.7857142857142857","36","3","false","rpsQ","Cluster 0","Clustered","21.169892473118278","rpsQ","36.666666666666664","0","36","0","0.9870262888357801","false","0","rpsQ","778","0.4074074074074074"
"2.4653465346534653","4.739200216376916E-4","0.40562248995983935","0.0","3","4","false","cof",,"Unclustered","0.5","cof","18.333333333333332","0","3","0","0.9747354045749403","false","0","cof","26","0.35374149659863946"
