Entry	Entry name	Protein names	Gene names  (primary )	Status
D3QP79	D3QP79_ECOCB	Macrolide-specific ABC-type efflux carrier protein MacB	macB	unreviewed
D3QWA4	D3QWA4_ECOCB	Multidrug resistance protein MdtL	mdtL	unreviewed
D3QL72	D3QL72_ECOCB	Beta-lactamase (EC 3.5.2.6)	ampC	unreviewed
D3QKV1	D3QKV1_ECOCB	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
D3QQ48	D3QQ48_ECOCB	Multidrug resistance protein MdtG	mdtG	unreviewed
D3QTL2	D3QTL2_ECOCB	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA	unreviewed
D3QKV0	D3QKV0_ECOCB	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
D3QT79	D3QT79_ECOCB	Multiple antibiotic resistance protein marA	marA	unreviewed
D3QS03	D3QS03_ECOCB	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	bacA	unreviewed
D3QMU8	D3QMU8_ECOCB	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	ybhT	unreviewed
D3QQ60	D3QQ60_ECOCB	Multidrug resistance protein MdtH	mdtH	unreviewed
D3QKV2	D3QKV2_ECOCB	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
D3QKV3	D3QKV3_ECOCB	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	yfbH	unreviewed
D3QT80	D3QT80_ECOCB	Multiple antibiotic resistance protein MarB	marB	unreviewed
