Entry	Entry name	Protein names	Gene names  (primary )	Status
A0A0A0FAL5	A0A0A0FAL5_ECOLX	MFS domain-containing protein		unreviewed
A0A0A0FAL7	A0A0A0FAL7_ECOLX	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)		unreviewed
A0A0A0FDJ0	A0A0A0FDJ0_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A0A0F958	A0A0A0F958_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
A0A0A0FFK5	A0A0A0FFK5_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
A0A0A0FCK4	A0A0A0FCK4_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
A0A0A0F9D8	A0A0A0F9D8_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
A0A0A0FGA2	A0A0A0FGA2_ECOLX	Multiple antibiotic resistance protein MarB		unreviewed
A0A0A0F7S9	A0A0A0F7S9_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A0A0FG96	A0A0A0FG96_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
A0A0A0FIE1	A0A0A0FIE1_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
A0A0A0FFY2	A0A0A0FFY2_ECOLX	DNA-binding transcriptional repressor of multiple antibiotic resistance		unreviewed
A0A0A0FDU3	A0A0A0FDU3_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
A0A0A0F8Y6	A0A0A0F8Y6_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
