Entry	Entry name	Protein names	Gene names  (primary )	Status
U9YS14	U9YS14_ECOLX	Putative multiple antibiotic resistance protein MarB		unreviewed
U9Y3J3	U9Y3J3_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
U9YAM9	U9YAM9_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
U9XXT0	U9XXT0_ECOLX	Macrolide export ATP-binding/permease protein MacB		unreviewed
U9YDL7	U9YDL7_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
U9XTQ3	U9XTQ3_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
U9YM39	U9YM39_ECOLX	Aminoglycoside (3'') (9) adenylyltransferase (EC 2.7.7.47)		unreviewed
U9Y7N2	U9Y7N2_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
U9YGB0	U9YGB0_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
U9XPM3	U9XPM3_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
U9YFL9	U9YFL9_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
U9YSW7	U9YSW7_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
U9YKP8	U9YKP8_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
U9Z6C0	U9Z6C0_ECOLX	Multiple antibiotic resistance protein MarR		unreviewed
U9YRP8	U9YRP8_ECOLX	Multiple antibiotic resistance protein MarA		unreviewed
U9Y0K0	U9Y0K0_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
