Entry	Entry name	Protein names	Gene names  (primary )	Status
D2WFJ7	D2WFJ7_ECOLX	Hemolysin A	hlyA	unreviewed
D2WFH6	D2WFH6_ECOLX	IS600 orf2		unreviewed
D2WFD6	D2WFD6_ECOLX	ISL3 family transposase		unreviewed
D2WFI7	D2WFI7_ECOLX	IS66 orf1		unreviewed
D2WFH7	D2WFH7_ECOLX	IS629 transposase orfB		unreviewed
D2WFC8	D2WFC8_ECOLX	Toxin B	toxB	unreviewed
D2WFD3	D2WFD3_ECOLX	IS911 orf2		unreviewed
D2WFK0	D2WFK0_ECOLX	Colicin-M immunity protein Cmi	cmi	unreviewed
D2WFB0	D2WFB0_ECOLX	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	sul2	unreviewed
D2WFD2	D2WFD2_ECOLX	Putative transposase		unreviewed
D2WFF2	D2WFF2_ECOLX	Soluble cytochrome b562		unreviewed
D2WFK7	D2WFK7_ECOLX	Site-specific recombinase	int	unreviewed
D2WFI6	D2WFI6_ECOLX	IS91 orf2		unreviewed
D2WFC3	D2WFC3_ECOLX	Mercuric transport protein MerT (Mercury ion transport protein)	merT	unreviewed
D2WFF6	D2WFF6_ECOLX	DUF1281_C domain-containing protein		unreviewed
D2WFD9	D2WFD9_ECOLX	IS91 orf2		unreviewed
D2WFK5	D2WFK5_ECOLX	Uncharacterized protein		unreviewed
D2WFA6	D2WFA6_ECOLX	IS26 transposase		unreviewed
D2WFD8	D2WFD8_ECOLX	IS91 orf		unreviewed
D2WFI4	D2WFI4_ECOLX	IS66 transposase		unreviewed
D2WFE4	D2WFE4_ECOLX	IS66 orf1 (Putative transposase)		unreviewed
D2WFF0	D2WFF0_ECOLX	IS629 orfA		unreviewed
D2WFE3	D2WFE3_ECOLX	IS66 orf2		unreviewed
D2WFH9	D2WFH9_ECOLX	IS600 orf1		unreviewed
D2WFI8	D2WFI8_ECOLX	IS66 orf2		unreviewed
D2WFE9	D2WFE9_ECOLX	IS629 transposase orfB		unreviewed
D2WFB6	D2WFB6_ECOLX	Transposase TniA	tniA	unreviewed
D2WFD0	D2WFD0_ECOLX	DDE_Tnp_IS66_C domain-containing protein		unreviewed
D2WFG1	D2WFG1_ECOLX	Plasmid SOS inhibition protein B	psiB	unreviewed
D2WFG3	D2WFG3_ECOLX	Uncharacterized protein		unreviewed
D2WFK6	D2WFK6_ECOLX	AB hydrolase-1 domain-containing protein		unreviewed
D2WFC5	D2WFC5_ECOLX	Transcription antitermination factor	traB	unreviewed
D2WFA1	D2WFA1_ECOLX	Tn3 family transposase	tnpA	unreviewed
D2WFK3	D2WFK3_ECOLX	Plasmid maintenance protein VagC		unreviewed
D2WFG6	D2WFG6_ECOLX	Uncharacterized protein		unreviewed
D2WFF5	D2WFF5_ECOLX	Plasmid segregation protein ParM	parM	unreviewed
D2WFB3	D2WFB3_ECOLX	IS26 transposase		unreviewed
D2WFD4	D2WFD4_ECOLX	IS911 orf1		unreviewed
D2WFJ9	D2WFJ9_ECOLX	Membrane fusion protein (MFP) family protein	hlyD	unreviewed
D2WFA5	D2WFA5_ECOLX	Dihydrofolate reductase (EC 1.5.1.3)	dfrA5	unreviewed
D2WFC6	D2WFC6_ECOLX	RepY protein	repY	unreviewed
D2WFE5	D2WFE5_ECOLX	Transposase		unreviewed
D2WFG4	D2WFG4_ECOLX	Antirestriction protein		unreviewed
D2WFD5	D2WFD5_ECOLX	IS66 family transposase orf1		unreviewed
D2WFA2	D2WFA2_ECOLX	Transposon Tn21 resolvase TnpR	tnpR	unreviewed
D2WFE6	D2WFE6_ECOLX	RepFIB replication protein A	repA	unreviewed
D2WFE8	D2WFE8_ECOLX	Uncharacterized protein		unreviewed
