"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","label","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.5526315789473684","0.027083471012463434","0.6440677966101696","0.5514705882352942","17","2","false","fmtA","Cluster 1","Clustered","8.454545454545455","fmtA","18.88235294117647","0","17","0","0.978744939271255","false","0","fmtA","278","0.4969040247678019"
"1.763157894736842","0.003653410821000848","0.5671641791044776","0.6515151515151515","12","3","false","ABD30516.1","","Unclustered","6.611111111111111","ABD30516.1","18.666666666666668","0","12","0","0.9706477732793523","false","0","ABD30516.1","56","0.5333333333333333"
"1.6842105263157894","0.0017709530867425606","0.59375","0.8666666666666667","15","3","false","ABD30338.1","Cluster 0","Clustered","10.266666666666667","ABD30338.1","21.2","0","15","0","0.9736842105263158","false","0","ABD30338.1","32","0.6057142857142858"
"1.9736842105263157","0.008916621213901337","0.5066666666666667","0.4","5","3","false","norB","Cluster 2","Clustered","3.0","norB","11.6","0","5","0","0.9625506072874495","false","0","norB","62","0.34545454545454546"
"2.3421052631578947","5.288689499215815E-4","0.42696629213483145","0.6666666666666666","3","3","false","ABD29483.1","","Unclustered","1.6666666666666667","ABD29483.1","10.333333333333334","0","3","0","0.9483805668016194","false","0","ABD29483.1","4","0.4696969696969697"
"1.6842105263157894","0.0037015903888968906","0.59375","0.7582417582417582","14","3","false","femX","Cluster 1","Seed","8.590909090909092","femX","20.071428571428573","0","14","0","0.9736842105263158","false","0","femX","54","0.5575396825396826"
"1.7105263157894737","0.0030151897024962046","0.5846153846153846","0.7692307692307693","13","3","false","femB","Cluster 0","Clustered","8.836363636363636","femB","20.076923076923077","0","13","0","0.9726720647773279","false","0","femB","46","0.5576923076923077"
"1.763157894736842","0.0023498627213797496","0.5671641791044776","0.7878787878787878","12","3","false","femA","Cluster 0","Clustered","9.0","femA","20.0","0","12","0","0.9706477732793523","false","0","femA","36","0.5714285714285714"
"1.7105263157894737","0.008865940306383517","0.5846153846153846","0.5636363636363636","11","2","false","tcaA","Cluster 3","Seed","4.833333333333334","tcaA","16.818181818181817","0","11","0","0.9726720647773279","false","0","tcaA","72","0.44258373205741625"
"2.1052631578947367","0.003977763188289504","0.47500000000000003","0.16666666666666666","4","3","false","ABD30538.1","","Unclustered","2.0","ABD30538.1","12.5","0","4","0","0.9574898785425101","false","0","ABD30538.1","24","0.42857142857142855"
