Taxon	Mnemonic	Scientific name	Common name	Synonym	Other Names	Reviewed	Rank	Lineage	Parent	Virus hosts
1444193		Escherichia coli 3-105-05_S3_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444222		Escherichia coli 3-105-05_S4_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444250		Escherichia coli 3-105-05_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444278		Escherichia coli 3-105-05_S4_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412816		Escherichia coli 320						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
869691		Escherichia coli 3.2303				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
869679		Escherichia coli 3.2608				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444057		Escherichia coli 3-267-03_S1_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444085		Escherichia coli 3-267-03_S1_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444111		Escherichia coli 3-267-03_S1_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444140		Escherichia coli 3-267-03_S3_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444168		Escherichia coli 3-267-03_S3_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444223		Escherichia coli 3-267-03_S4_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444251		Escherichia coli 3-267-03_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412822		Escherichia coli 328						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1010816		Escherichia coli 3350-73 (13a)						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444058		Escherichia coli 3-373-03_S1_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444086		Escherichia coli 3-373-03_S1_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444112		Escherichia coli 3-373-03_S1_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444141		Escherichia coli 3-373-03_S3_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444169		Escherichia coli 3-373-03_S3_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444194		Escherichia coli 3-373-03_S3_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444224		Escherichia coli 3-373-03_S4_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444252		Escherichia coli 3-373-03_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444279		Escherichia coli 3-373-03_S4_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
869689		Escherichia coli 3.3884				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
670892		Escherichia coli 3431				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444059		Escherichia coli 3-475-03_S1_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444087		Escherichia coli 3-475-03_S1_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444142		Escherichia coli 3-475-03_S3_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444170		Escherichia coli 3-475-03_S3_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444195		Escherichia coli 3-475-03_S3_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444225		Escherichia coli 3-475-03_S4_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444253		Escherichia coli 3-475-03_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005450		Escherichia coli 3.4870				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005449		Escherichia coli 3.4871						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1051347		Escherichia coli 3.4880			Escherichia coli str. 3.4880; Escherichia coli strain 3.4880	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1045010	
1365261		Escherichia coli 371_08						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1411698		Escherichia coli 38.16						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412818		Escherichia coli 38.27						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412819		Escherichia coli 38.34						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1411694		Escherichia coli 38.52						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1450434		Escherichia coli 401140						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1450435		Escherichia coli 402088						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1450436		Escherichia coli 402290						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
869681		Escherichia coli 4.0522				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
869687		Escherichia coli 4.0967				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444060		Escherichia coli 4-203-08_S1_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444088		Escherichia coli 4-203-08_S1_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444113		Escherichia coli 4-203-08_S1_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444143		Escherichia coli 4-203-08_S3_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444171		Escherichia coli 4-203-08_S3_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444196		Escherichia coli 4-203-08_S3_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444254		Escherichia coli 4-203-08_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444280		Escherichia coli 4-203-08_S4_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412823		Escherichia coli 435						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1454383		Escherichia coli 4541-1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1455597		Escherichia coli 4552-1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1127356		Escherichia coli 4_1_47FAA			Escherichia coli str. 4_1_47FAA; Escherichia coli strain 4_1_47FAA	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
869671		Escherichia coli 5.0588				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
869684		Escherichia coli 5.0959				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444101		Escherichia coli 5-172-05_S1_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444128		Escherichia coli 5-172-05_S3_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444186		Escherichia coli 5-172-05_S3_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444211		Escherichia coli 5-172-05_S4_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444239		Escherichia coli 5-172-05_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444269		Escherichia coli 5-172-05_S4_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005453		Escherichia coli 5.2219						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005452		Escherichia coli 5.2239				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005454		Escherichia coli 5.2246						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1010821		Escherichia coli 5.3169						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
344610		Escherichia coli 53638				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444047		Escherichia coli 5-366-08_S1_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444102		Escherichia coli 5-366-08_S1_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444129		Escherichia coli 5-366-08_S3_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444157		Escherichia coli 5-366-08_S3_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444187		Escherichia coli 5-366-08_S3_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444212		Escherichia coli 5-366-08_S4_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444240		Escherichia coli 5-366-08_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412820		Escherichia coli 53A						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412830		Escherichia coli 53C						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
752786		Escherichia coli 541-1			Escherichia coli str. 541-1; Escherichia coli strain 541-1	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
752785		Escherichia coli 541-15			Escherichia coli str. 541-15; Escherichia coli strain 541-15	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005561		Escherichia coli 5412				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
752787		Escherichia coli 576-1			Escherichia coli str. 576-1; Escherichia coli strain 576-1	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005558		Escherichia coli 5905				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412824		Escherichia coli 597						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005455		Escherichia coli 6.0172				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412825		Escherichia coli 606						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1010825		Escherichia coli 6.168						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444061		Escherichia coli 6-175-07_S1_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444089		Escherichia coli 6-175-07_S1_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444114		Escherichia coli 6-175-07_S1_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444144		Escherichia coli 6-175-07_S3_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444172		Escherichia coli 6-175-07_S3_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444197		Escherichia coli 6-175-07_S3_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444226		Escherichia coli 6-175-07_S4_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444255		Escherichia coli 6-175-07_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444281		Escherichia coli 6-175-07_S4_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444062		Escherichia coli 6-319-05_S1_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444090		Escherichia coli 6-319-05_S1_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444115		Escherichia coli 6-319-05_S1_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444145		Escherichia coli 6-319-05_S3_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444173		Escherichia coli 6-319-05_S3_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444198		Escherichia coli 6-319-05_S3_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444256		Escherichia coli 6-319-05_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444282		Escherichia coli 6-319-05_S4_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444063		Escherichia coli 6-537-08_S1_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444091		Escherichia coli 6-537-08_S1_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444116		Escherichia coli 6-537-08_S1_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444146		Escherichia coli 6-537-08_S3_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444174		Escherichia coli 6-537-08_S3_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444199		Escherichia coli 6-537-08_S3_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444227		Escherichia coli 6-537-08_S4_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444257		Escherichia coli 6-537-08_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412826		Escherichia coli 668						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412817		Escherichia coli 681						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005458		Escherichia coli 7.1485						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005459		Escherichia coli 7.1495						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005457		Escherichia coli 7.1575						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1051348		Escherichia coli 7.1982			Escherichia coli str. 7.1982; Escherichia coli strain 7.1982	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1045010	
1444075		Escherichia coli 7-233-03_S1_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444103		Escherichia coli 7-233-03_S1_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444130		Escherichia coli 7-233-03_S3_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444158		Escherichia coli 7-233-03_S3_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444188		Escherichia coli 7-233-03_S3_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444213		Escherichia coli 7-233-03_S4_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444241		Escherichia coli 7-233-03_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444270		Escherichia coli 7-233-03_S4_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005456		Escherichia coli 7.3192						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
752788		Escherichia coli 75			Escherichia coli str. 75; Escherichia coli strain 75	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1365262		Escherichia coli 754_10						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1157950		Escherichia coli 79			Escherichia coli str. 79; Escherichia coli strain 79			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1455598		Escherichia coli 7996-1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005463		Escherichia coli 8.0416				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005462		Escherichia coli 8.0566				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005464		Escherichia coli 8.0569				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005461		Escherichia coli 8.0586				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1010822		Escherichia coli 8.2256						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005460		Escherichia coli 8.2524				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
525281		Escherichia coli 83972			Escherichia coli str. 83972; Escherichia coli strain 83972	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444048		Escherichia coli 8-415-05_S1_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444076		Escherichia coli 8-415-05_S1_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444131		Escherichia coli 8-415-05_S3_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444159		Escherichia coli 8-415-05_S3_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444189		Escherichia coli 8-415-05_S3_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444214		Escherichia coli 8-415-05_S4_C1						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444242		Escherichia coli 8-415-05_S4_C2						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1444271		Escherichia coli 8-415-05_S4_C3						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1010824		Escherichia coli 85.0143						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1010823		Escherichia coli 85.1284						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412821		Escherichia coli 85B						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1127125		Escherichia coli 8624			Escherichia coli str. 8624; Escherichia coli strain 8624			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1017029		Escherichia coli 87-1713 (10i)						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1412831		Escherichia coli 87A						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005397		Escherichia coli 88.0221				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005398		Escherichia coli 88.1042				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005396		Escherichia coli 88.1467				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1017030		Escherichia coli 88817 (10j)						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005399		Escherichia coli 89.0511				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1411692		Escherichia coli 897						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005401		Escherichia coli 90.0039				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005400		Escherichia coli 90.0091				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
869695		Escherichia coli 900105 (10e)				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
869686		Escherichia coli 9.0111				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1017024		Escherichia coli 902034 (7b)						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1005402		Escherichia coli 90.2281				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268979		Escherichia coli 907357						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268980		Escherichia coli 907391						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268981		Escherichia coli 907446						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268982		Escherichia coli 907672				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268983		Escherichia coli 907700						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268984		Escherichia coli 907701						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268985		Escherichia coli 907710						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268986		Escherichia coli 907713				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268987		Escherichia coli 907715						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268988		Escherichia coli 907779						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268989		Escherichia coli 907889				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268990		Escherichia coli 907892						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268991		Escherichia coli 908519				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268992		Escherichia coli 908521						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268993		Escherichia coli 908522						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268994		Escherichia coli 908524						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268995		Escherichia coli 908525				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1268996		Escherichia coli 908541						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
