Taxon	Mnemonic	Scientific name	Common name	Synonym	Other Names	Reviewed	Rank	Lineage	Parent	Virus hosts
1446517		Escherichia coli O111:NM str. 2009C-4052			Escherichia coli 2009C-4052			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446511		Escherichia coli O111:NM str. 2010C-3053			Escherichia coli 2011C-3453			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446518		Escherichia coli O111:NM str. 2010C-3977			Escherichia coli 2010C-3977			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446519		Escherichia coli O111:NM str. 2010C-4086			Escherichia coli 2010C-4086			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446520		Escherichia coli O111:NM str. 2010C-4221			Escherichia coli 2010C-4221			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446521		Escherichia coli O111:NM str. 2010C-4592			Escherichia coli 2010C-4592			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446522		Escherichia coli O111:NM str. 2010C-4622			Escherichia coli 2010C-4622			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446523		Escherichia coli O111:NM str. 2010C-4715			Escherichia coli 2010C-4715			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446524		Escherichia coli O111:NM str. 2010C-4735			Escherichia coli 2010C-4735			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446525		Escherichia coli O111:NM str. 2010C-4746			Escherichia coli 2010C-4746			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446526		Escherichia coli O111:NM str. 2010C-4799			Escherichia coli 2010C-4799			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446527		Escherichia coli O111:NM str. 2010C-4818			Escherichia coli 2010C-4818			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446528		Escherichia coli O111:NM str. 2011C-3170			Escherichia coli 2011C-3170			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446529		Escherichia coli O111:NM str. 2011C-3362			Escherichia coli 2011C-3362			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446530		Escherichia coli O111:NM str. 2011C-3573			Escherichia coli 2011C-3573			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446531		Escherichia coli O111:NM str. 2011C-3632			Escherichia coli 2011C-3632			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446532		Escherichia coli O111:NM str. 2011C-3679			Escherichia coli 2011C-3679			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446533		Escherichia coli O111:NM str. K6722			Escherichia coli K6722			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446534		Escherichia coli O111:NM str. K6723			Escherichia coli K6723			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446535		Escherichia coli O111:NM str. K6728			Escherichia coli K6728			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446536		Escherichia coli O111:NM str. K6890			Escherichia coli K6890			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446537		Escherichia coli O111:NM str. K6895			Escherichia coli K6895			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446538		Escherichia coli O111:NM str. K6897			Escherichia coli K6897			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446539		Escherichia coli O111:NM str. K6898			Escherichia coli K6898			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446540		Escherichia coli O111:NM str. K6904			Escherichia coli K6904			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446541		Escherichia coli O111:NM str. K6908			Escherichia coli K6908			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
1446542		Escherichia coli O111:NM str. K6915			Escherichia coli K6915			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	373045	
2184071		Escherichia coli O112						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2778653		Escherichia coli O112ab:H8						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2809258		Escherichia coli O112ac						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1789664		Escherichia coli O112ac:H19						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1162729		Escherichia coli O113				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1162728		Escherichia coli O113:H19				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1078021		Escherichia coli O113:H21				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446543		Escherichia coli O113:H21 str. 07-4224			Escherichia coli 07-4224			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1078021	
1078029		Escherichia coli O113:H21 str. CL-3			Escherichia coli O113:H21 strain CL-3	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1078021	
2027297		Escherichia coli O113:H36						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2048775		Escherichia coli O114:H49						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1450173		Escherichia coli O115				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
577666		Escherichia coli O115:H-				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1476562		Escherichia coli O115:H10				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
580464		Escherichia coli O115:HMN						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
404397		Escherichia coli O115:K+				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2234129		Escherichia coli O116						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2067430		Escherichia coli O117						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1359207		Escherichia coli O117:K1:H7						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446544		Escherichia coli O118:H16						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446545		Escherichia coli O118:H16 str. 06-3256			Escherichia coli 06-3256			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446544	
1446546		Escherichia coli O118:H16 str. 06-3612			Escherichia coli 06-3612			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446544	
1446547		Escherichia coli O118:H16 str. 07-4255			Escherichia coli 07-4255			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446544	
1446548		Escherichia coli O118:H16 str. 08-3651			Escherichia coli 08-3651			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446544	
1446549		Escherichia coli O118:H16 str. 2009C-4446			Escherichia coli 2009C-4446			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446544	
1450174		Escherichia coli O119				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1476563		Escherichia coli O119:H2				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1450174	
1446550		Escherichia coli O119:H4						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1450174	
1446551		Escherichia coli O119:H4 str. 03-3458			Escherichia coli 03-3458			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446550	
397448		Escherichia coli O119:H6				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1450174	
366836		Escherichia coli O119:UT				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1450174	
2100511		Escherichia coli O11:H15						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2802029		Escherichia coli O11:H25						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2491877		Escherichia coli O11:H5						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2072455		Escherichia coli O120						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100502		Escherichia coli O120:H10						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
861908		Escherichia coli O120:HNM				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1055537		Escherichia coli O121				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1055543		Escherichia coli O121 str. RM8352			Escherichia coli O121 strain RM8352			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055537	
991915		Escherichia coli O121:H19				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446552		Escherichia coli O121:H19 str. 03-3227			Escherichia coli 03-3227			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446553		Escherichia coli O121:H19 str. 06-3003			Escherichia coli 06-3003			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446554		Escherichia coli O121:H19 str. 06-3822			Escherichia coli 06-3822			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446555		Escherichia coli O121:H19 str. 2009C-4050			Escherichia coli 2009C-4050			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446556		Escherichia coli O121:H19 str. 2009C-4659			Escherichia coli 2009C-4659			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446557		Escherichia coli O121:H19 str. 2009C-4750			Escherichia coli 2009C-4750			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446558		Escherichia coli O121:H19 str. 2009EL1302			Escherichia coli 2009EL1302			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446559		Escherichia coli O121:H19 str. 2009EL1412			Escherichia coli 2009EL1412			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446560		Escherichia coli O121:H19 str. 2010C-3609			Escherichia coli 2010C-3609			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446561		Escherichia coli O121:H19 str. 2010C-3794			Escherichia coli 2010C-3794			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446562		Escherichia coli O121:H19 str. 2010C-3840			Escherichia coli 2010C-3840			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446563		Escherichia coli O121:H19 str. 2010C-4254			Escherichia coli 2010C-4254			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446564		Escherichia coli O121:H19 str. 2010C-4732			Escherichia coli 2010C-4732			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446565		Escherichia coli O121:H19 str. 2010C-4824			Escherichia coli 2010C-4824			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446566		Escherichia coli O121:H19 str. 2010C-4966			Escherichia coli 2010C-4966			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446567		Escherichia coli O121:H19 str. 2010C-4989			Escherichia coli 2010C-4989			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446568		Escherichia coli O121:H19 str. 2010EL1058			Escherichia coli 2010EL1058			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446569		Escherichia coli O121:H19 str. 2011C-3072			Escherichia coli 2011C-3072			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446570		Escherichia coli O121:H19 str. 2011C-3108			Escherichia coli 2011C-3108			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446571		Escherichia coli O121:H19 str. 2011C-3216			Escherichia coli 2011C-3216			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446572		Escherichia coli O121:H19 str. 2011C-3500			Escherichia coli 2011C-3500			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446573		Escherichia coli O121:H19 str. 2011C-3537			Escherichia coli 2011C-3537			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446574		Escherichia coli O121:H19 str. 2011C-3609			Escherichia coli 2011C-3609			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
991916		Escherichia coli O121:H19 str. 9918						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446499		Escherichia coli O121:H19 str. F6714			Escherichia coli F6714			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446575		Escherichia coli O121:H19 str. K5198			Escherichia coli K5198			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1446576		Escherichia coli O121:H19 str. K5269			Escherichia coli K5269			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
1078031		Escherichia coli O121:H19 str. MT#2			Escherichia coli O121:H19 strain MT#2	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	991915	
735326		Escherichia coli O121:H46				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446577		Escherichia coli O121:H7						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446578		Escherichia coli O121:H7 str. 2009C-3299			Escherichia coli 2009C-3299			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446577	
1446579		Escherichia coli O123:H11						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446580		Escherichia coli O123:H11 str. 2009C-3307			Escherichia coli 2009C-3307			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446579	
2809255		Escherichia coli O124						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
935868		Escherichia coli O124:H-						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
244322		Escherichia coli O124:H40				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2234098		Escherichia coli O126						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
861907		Escherichia coli O126:H27				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	2234098	
2810407		Escherichia coli O126:H45				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
397447		Escherichia coli O127a:H6				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
870963		Escherichia coli O127:B8						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
861910		Escherichia coli O127:H21				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1306398		Escherichia coli O127:H27						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1090929		Escherichia coli O127:H27 str. C43/90			Escherichia coli O127:B8 str. C43/90; Escherichia coli O127:H27 strain C43/90			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1306398	
168807		Escherichia coli O127:H6			Escherichia coli 0127:H6	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1336205		Escherichia coli O127:H6 str. E2348/69 substr. CVDNalr			Escherichia coli O127:H6 str. E2348/69 substr. Nalr_[delta]pE2348-2_gyrA_ftsK_phi(hflD-purB)			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	574521	
1336206		Escherichia coli O127:H6 str. E2348/69 substr. UMD753			Escherichia coli O127:H6 str. E2348/69 substr. Nalr_[delta]pE2348-2_gyrA_ftsK_phi(hflD-purB)_[delta]nleF			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	574521	
574521	ECO27	Escherichia coli O127:H6 (strain E2348/69 / EPEC)			Escherichia coli 0127:H6 str. E2348/69; Escherichia coli E2348; Escherichia coli E2348/69; Escherichia coli O127:H6 E2348/69; Escherichia coli O127:H6 str. E2348/69; Escherichia coli O127:H6 strain E2348/69; Escherichia coli str. E2348; Escherichia coli str. E2348/69; Escherichia coli strain E2348/69	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	168807	
1450177		Escherichia coli O128				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2822132		Escherichia coli O128ac:H12				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1476564		Escherichia coli O128:H-				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
244317		Escherichia coli O128:H2				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446581		Escherichia coli O128:H2 str. 2011C-3317			Escherichia coli 2011C-3317			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	244317	
2048776		Escherichia coli O128:H27						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100487		Escherichia coli O128:H42						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100508		Escherichia coli O13						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2072456		Escherichia coli O130						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2802030		Escherichia coli O130:H28						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
577667		Escherichia coli O131:H25				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100499		Escherichia coli O132						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2184073		Escherichia coli O135						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2072457		Escherichia coli O136						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
577668		Escherichia coli O136:H-				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100492		Escherichia coli O136:H26						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
735329		Escherichia coli O138:NM				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2079154		Escherichia coli O139						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2491689		Escherichia coli O139:H19						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1603259		Escherichia coli O139:H28						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
331111	ECO24	Escherichia coli O139:H28 (strain E24377A / ETEC)			Escherichia coli E24377A; Escherichia coli O139:H28 str. E24377A	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1603259	
404392		Escherichia coli O13:H11				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100498		Escherichia coli O14						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2162913		Escherichia coli O140						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
397454		Escherichia coli O142:H6				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2491688		Escherichia coli O143:H4						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
2100505		Escherichia coli O144						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1055538		Escherichia coli O145				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1358337		Escherichia coli O145 str. CFSAN002086						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358341		Escherichia coli O145 str. CFSAN002090						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358350		Escherichia coli O145 str. CFSAN002099						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358352		Escherichia coli O145 str. CFSAN002101						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358354		Escherichia coli O145 str. CFSAN002103						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358357		Escherichia coli O145 str. CFSAN002106						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358370		Escherichia coli O145 str. CFSAN002119						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358384		Escherichia coli O145 str. CFSAN002133						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358392		Escherichia coli O145 str. CFSAN002141						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358397		Escherichia coli O145 str. CFSAN002146						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358398		Escherichia coli O145 str. CFSAN002147						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358400		Escherichia coli O145 str. CFSAN002149						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358401		Escherichia coli O145 str. CFSAN002150						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358402		Escherichia coli O145 str. CFSAN002151						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1358407		Escherichia coli O145 str. CFSAN002156						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
1055544		Escherichia coli O145 str. RM9872			Escherichia coli O145 strain RM9872			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1055538	
577669		Escherichia coli O145:H-				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446582		Escherichia coli O145:H25						Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446583		Escherichia coli O145:H25 str. 07-3858			Escherichia coli 07-3858			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1446582	
1078034		Escherichia coli O145:H28				annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	
1446584		Escherichia coli O145:H28 str. 2009C-3292			Escherichia coli 2009C-3292			Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1078034	
1078035		Escherichia coli O145:H28 str. 4865/96			Escherichia coli O145:H28 strain 4865/96	annotated		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	1078034	
