"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","label","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.7777777777777777","0.004271345938012604","0.5625","0.7619047619047619","7","3","false","vanHB","Cluster 1","Clustered","6.0","vanHB","12.714285714285714","0","7","0","0.9629629629629629","false","0","vanHB","14","0.489010989010989"
"1.7777777777777777","8.966342299675634E-4","0.5625","0.9047619047619048","7","3","false","vanW","Cluster 1","Clustered","6.0","vanW","13.142857142857142","0","7","0","0.9629629629629629","false","0","vanW","6","0.5054945054945055"
"1.5555555555555556","0.018444586963105483","0.6428571428571428","0.5909090909090909","12","2","false","vanRB","","Unclustered","4.181818181818182","vanRB","13.5","0","12","0","0.9735449735449735","false","0","vanRB","76","0.5"
"1.9259259259259258","0.0019943019943019944","0.5192307692307693","0.8","6","3","false","dgkA","Cluster 2","Seed","5.0","dgkA","12.666666666666666","0","6","0","0.9559082892416225","false","0","dgkA","8","0.5507246376811594"
"1.6666666666666667","0.014744274929460118","0.6","0.6111111111111112","9","2","false","vanX","Cluster 1","Clustered","6.0","vanX","12.0","0","9","0","0.9682539682539681","false","0","vanX","46","0.45726495726495725"
"1.5555555555555556","0.03368020868020867","0.6428571428571428","0.5","13","3","false","vanYB","Cluster 1","Seed","7.0","vanYB","13.23076923076923","0","13","0","0.9735449735449735","false","0","vanYB","108","0.5088757396449705"
"1.2962962962962963","0.03310684514388218","0.7714285714285715","0.6257309941520468","19","2","false","murC","Cluster 0","Clustered","9.615384615384615","murC","14.631578947368421","0","19","0","0.9858906525573191","false","0","murC","164","0.5419103313840156"
"1.4814814814814814","0.005553602775824998","0.675","0.8351648351648352","14","2","false","murF","Cluster 0","Clustered","9.615384615384615","murF","16.142857142857142","0","14","0","0.9770723104056438","false","0","murF","36","0.5978835978835979"
"1.3703703703703705","0.0324604065344806","0.7297297297297297","0.6691176470588235","17","2","false","mraY","Cluster 0","Clustered","9.615384615384615","mraY","14.705882352941176","0","17","0","0.982363315696649","false","0","mraY","146","0.5446623093681917"
"1.4444444444444444","0.03437526122711308","0.6923076923076923","0.638095238095238","15","2","false","uppS","Cluster 0","Seed","10.0","uppS","14.333333333333334","0","15","0","0.978835978835979","false","0","uppS","138","0.5308641975308642"
"1.4444444444444444","0.008152752597197041","0.6923076923076923","0.7904761904761904","15","2","false","murB","Cluster 0","Clustered","9.615384615384615","murB","15.866666666666667","0","15","0","0.978835978835979","false","0","murB","50","0.5876543209876544"
"1.9259259259259258","0.0027811694478361145","0.5192307692307693","0.5","4","3","false","gelE","","Unclustered","1.4","gelE","12.5","0","4","0","0.9559082892416225","false","0","gelE","10","0.5"
"1.2222222222222223","0.1087652059874282","0.8181818181818181","0.49523809523809526","21","2","false","vanB","Cluster 0","Clustered","9.848484848484848","vanB","13.0","0","21","0","0.9894179894179894","false","0","vanB","284","0.48148148148148145"
"1.3703703703703705","0.03181187810817441","0.7297297297297297","0.6470588235294118","17","2","false","pbpC","Cluster 0","Clustered","9.615384615384615","pbpC","14.588235294117647","0","17","0","0.982363315696649","false","0","pbpC","138","0.5403050108932462"
"1.4444444444444444","0.012524957895328268","0.6923076923076923","0.7523809523809524","15","2","false","EF_2857","Cluster 0","Clustered","9.615384615384615","EF_2857","15.266666666666667","0","15","0","0.978835978835979","false","0","EF_2857","76","0.5654320987654321"
"1.7777777777777777","0.005374255374255375","0.5625","0.7619047619047619","7","3","false","EF_0485","","Unclustered","6.0","EF_0485","15.142857142857142","0","7","0","0.9629629629629629","false","0","EF_0485","18","0.5824175824175825"
"1.5185185185185186","0.021964866409310852","0.6585365853658536","0.5641025641025641","13","2","false","pgsA","Cluster 2","Clustered","4.0","pgsA","13.461538461538462","0","13","0","0.9753086419753086","false","0","pgsA","98","0.4985754985754986"
"1.6666666666666667","0.02489348785645082","0.6","0.4722222222222222","9","2","false","dltA","","Unclustered","3.0","dltA","12.666666666666666","0","9","0","0.9682539682539681","false","0","dltA","82","0.4691358024691358"
"1.5185185185185186","0.013337793893349449","0.6585365853658536","0.7032967032967034","14","3","false","rpoC","Cluster 0","Clustered","10.0","rpoC","14.785714285714286","0","14","0","0.9753086419753086","false","0","rpoC","62","0.5686813186813187"
"1.3333333333333333","0.042619143545069474","0.75","0.5882352941176471","18","2","false","rpoB","Cluster 0","Clustered","9.848484848484848","rpoB","14.166666666666666","0","18","0","0.9841269841269842","false","0","rpoB","146","0.5246913580246914"
"1.4814814814814814","0.02150668261779373","0.675","0.6263736263736264","14","2","false","uppP","Cluster 0","Clustered","9.0","uppP","14.071428571428571","0","14","0","0.9770723104056438","false","0","uppP","98","0.5211640211640212"
