"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","label","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.75","0.021835418519416824","0.5714285714285714","0.5523809523809524","15","5","false","yfbF","Cluster 0","Clustered","7.0","yfbF","11.933333333333334","0","15","0","0.953125","false","0","yfbF","124","0.4261904761904762"
"1.8125","0.014960473259762309","0.5517241379310345","0.5897435897435898","13","5","false","yfbE","Cluster 0","Clustered","7.0","yfbE","12.153846153846153","0","13","0","0.94921875","false","0","yfbE","82","0.4340659340659341"
"2.0625","6.94149688737974E-4","0.48484848484848486","0.9047619047619048","7","5","false","wecC","Cluster 0","Clustered","6.0","wecC","13.571428571428571","0","7","0","0.93359375","false","0","wecC","6","0.521978021978022"
"1.96875","0.0035255308971353107","0.5079365079365079","0.4666666666666667","6","4","false","ybhT",,"Unclustered","2.1999999999999997","ybhT","11.833333333333334","0","6","0","0.939453125","false","0","ybhT","24","0.4226190476190476"
"1.84375","0.005047136587072171","0.5423728813559322","0.7555555555555555","10","4","false","arnE","Cluster 0","Clustered","7.0","arnE","13.0","0","10","0","0.947265625","false","0","arnE","44","0.4642857142857143"
"1.8125","0.010215172604535182","0.5517241379310345","0.6363636363636364","11","4","false","arnT","Cluster 0","Clustered","7.0","arnT","12.545454545454545","0","11","0","0.94921875","false","0","arnT","72","0.44805194805194803"
"1.75","0.022064981710021282","0.5714285714285714","0.6025641025641025","13","4","false","yfbG","Cluster 0","Clustered","7.0","yfbG","11.538461538461538","0","13","0","0.953125","false","0","yfbG","118","0.41208791208791207"
"1.875","0.014966473054864397","0.5333333333333333","0.4642857142857143","8","4","false","macB","Cluster 1","Clustered","4.0","macB","11.625","0","8","0","0.9453125","false","0","macB","106","0.40086206896551724"
"1.75","0.030782747648946594","0.5714285714285714","0.5303030303030303","12","4","false","arnF","Cluster 0","Seed","7.0","arnF","11.666666666666666","0","12","0","0.953125","false","0","arnF","170","0.41369047619047616"
"2.21875","2.5201612903225806E-4","0.4507042253521127","0.8333333333333334","4","5","false","acs",,"Unclustered","2.7","acs","14.5","0","4","0","0.923828125","false","0","acs","2","0.6041666666666666"
"1.90625","0.04409991434281732","0.5245901639344263","0.47619047619047616","7","3","false","aphA",,"Unclustered","5.0","aphA","10.857142857142858","0","7","0","0.943359375","false","0","aphA","196","0.4065934065934066"
"2.03125","0.09928354874323553","0.49230769230769234","0.13333333333333333","6","3","false","marB","Cluster 4","Clustered","1.6666666666666667","marB","6.666666666666667","0","6","0","0.935546875","false","0","marB","410","0.2803030303030303"
"3.8125","0.0","0.26229508196721313","0.0","1","5","false","KPN_01053",,"Unclustered","0.0","KPN_01053","3.0","0","1","0","0.82421875","false","0","KPN_01053","0","0.0"
"2.84375","0.0625","0.3516483516483517","0.3333333333333333","3","4","false","marA","Cluster 4","Seed","2.0","marA","3.6666666666666665","0","3","0","0.884765625","false","0","marA","258","0.47619047619047616"
"2.34375","0.032922217688974034","0.4266666666666667","0.3333333333333333","4","3","false","marR","Cluster 4","Clustered","1.6666666666666667","marR","6.5","0","4","0","0.916015625","false","0","marR","166","0.390625"
