"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","label","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.71875","0.02692234312565382","0.5818181818181818","0.47435897435897434","13","4","false","murG","Cluster 3","Seed","3.0128205128205128","murG","11.692307692307692","0","13","0","0.955078125","false","0","murG","170","0.40318302387267907"
"1.65625","0.04369894792883969","0.6037735849056604","0.42857142857142855","14","4","false","mrcB","Cluster 1","Clustered","3.5454545454545454","mrcB","10.857142857142858","0","14","0","0.958984375","false","0","mrcB","258","0.3619047619047619"
"1.875","0.02032744832511385","0.5333333333333333","0.509090909090909","11","5","false","uppS","Cluster 1","Clustered","3.555555555555556","uppS","12.0","0","11","0","0.9453125","false","0","uppS","112","0.42857142857142855"
"1.65625","0.0455860977826173","0.6037735849056604","0.3956043956043956","14","4","false","ybgF","Cluster 3","Clustered","2.5824175824175826","ybgF","11.428571428571429","0","14","0","0.958984375","false","0","ybgF","216","0.38095238095238093"
"1.625","0.06731876024849848","0.6153846153846154","0.38333333333333336","16","4","false","galE",,"Unclustered","5.333333333333333","galE","10.75","0","16","0","0.9609375","false","0","galE","280","0.3706896551724138"
"1.84375","0.019870590551283773","0.5423728813559322","0.4222222222222222","10","4","false","ybjG","Cluster 3","Clustered","2.7777777777777777","ybjG","11.9","0","10","0","0.947265625","false","0","ybjG","98","0.43703703703703706"
"2.15625","0.003315412186379928","0.463768115942029","0.5","5","4","false","ycfV",,"Unclustered","3.0","ycfV","10.8","0","5","0","0.927734375","false","0","ycfV","22","0.46956521739130436"
"1.75","0.034441854039424076","0.5714285714285714","0.4666666666666667","15","5","false","ugd","Cluster 0","Clustered","7.0","ugd","11.466666666666667","0","15","0","0.953125","false","0","ugd","180","0.4095238095238095"
"1.71875","0.04496535529903089","0.5818181818181818","0.4393939393939394","12","4","false","wbaP","Cluster 0","Clustered","6.0","wbaP","11.833333333333334","0","12","0","0.955078125","false","0","wbaP","228","0.39444444444444443"
"1.71875","0.02454367510575689","0.5818181818181818","0.4696969696969697","12","4","false","pbpG","Cluster 2","Clustered","4.761904761904762","pbpG","11.416666666666666","0","12","0","0.955078125","false","0","pbpG","134","0.38055555555555554"
"1.71875","0.028440503445809052","0.5818181818181818","0.44871794871794873","13","4","false","uppP","Cluster 1","Clustered","3.3636363636363638","uppP","11.76923076923077","0","13","0","0.955078125","false","0","uppP","150","0.40583554376657827"
"1.78125","0.04353642304111382","0.5614035087719298","0.4222222222222222","10","3","false","yraM","Cluster 2","Clustered","5.0","yraM","10.6","0","10","0","0.951171875","false","0","yraM","182","0.3851851851851852"
"1.84375","0.008103929177783168","0.5423728813559322","0.6111111111111112","9","4","false","dacB","Cluster 2","Clustered","4.761904761904762","dacB","11.222222222222221","0","9","0","0.947265625","false","0","dacB","48","0.38697318007662834"
"1.8125","0.01376850223677473","0.5517241379310345","0.5454545454545454","11","4","false","mrcA","Cluster 1","Seed","4.166666666666667","mrcA","11.090909090909092","0","11","0","0.94921875","false","0","mrcA","78","0.3961038961038961"
"1.8125","0.0417217398053249","0.5517241379310345","0.32142857142857145","8","3","false","macA",,"Unclustered","1.7142857142857142","macA","10.125","0","8","0","0.94921875","false","0","macA","204","0.3448275862068966"
"1.8125","0.05536568636437244","0.5517241379310345","0.39285714285714285","8","3","false","ldcA","Cluster 1","Clustered","3.7333333333333334","ldcA","10.25","0","8","0","0.94921875","false","0","ldcA","276","0.3416666666666667"
"1.8125","0.04761530518983331","0.5517241379310345","0.3888888888888889","9","3","false","tolC","Cluster 1","Clustered","3.7333333333333334","tolC","10.444444444444445","0","9","0","0.94921875","false","0","tolC","218","0.36904761904761907"
"1.65625","0.05924312914280644","0.6037735849056604","0.43956043956043955","14","4","false","yfbH","Cluster 0","Clustered","7.0","yfbH","11.214285714285714","0","14","0","0.958984375","false","0","yfbH","244","0.3738095238095238"
